text,processed_text,created,screenName,id
"RT @aeberman12: How are industry claims of break-even prices of $40-$50 credible when 
96% of tight oil-weighted E&amp;P companies had negative…",rt aeberman industry claim breakeven price credible tight oilweighted eampp company negative,2019-07-03T16:03:11Z,DirtnRockguy62,1146449313716998146
RT @BrynneKKelly: #Crudeoil EIA Inventory LEVELS vs the Same Week in Prior Years #OOTT https://t.co/e6FfLxjRYr,rt brynnekkelly crudeoil eia inventory level v week prior year oott,2019-07-03T16:01:39Z,l_martorella,1146448927836819457
RT @BrynneKKelly: #Crudeoil YEAR to DATE EIA Inventory Changes vs the Same week in Prior Years https://t.co/KXDJ4lfh5K,rt brynnekkelly crudeoil year date eia inventory change v week prior year,2019-07-03T15:53:26Z,DirtnRockguy62,1146446862272159744
"RT @chtrader: #Petroleo ( cont. continuo) - update 
👇
https://t.co/PsM87fTRHE
#Commodities #WTI #research #crudeoil https://t.co/ncPlSAEjO4",rt chtrader petroleo cont continuo update commodity wti research crudeoil,2019-07-03T15:52:24Z,gastonvic1,1146446603156434944
"Some other highlights from the crude and product supply numbers --Cushing crude +652k , Imports +929b/d, Production… https://t.co/XRj5Lkkysg",highlight crude product supply number cushing crude k import bd production,2019-07-03T15:50:42Z,AnthonyGriz,1146446173009563648
"RT @macrohedged: On Wednesday: Most active strikes by Open Interest change for Crude Oil, these are ranked by OI change not strike! - https…",rt macrohedged wednesday active strike open interest change crude oil ranked oi change strike,2019-07-03T15:48:02Z,Normaltrip,1146445502306803713
"In an upcoming @OGJOnline article, energy expert Gabriel Collins calls Ursa data “revolutionary” for lifting the ve… https://t.co/4gl1ySyobN",upcoming ogjonline article energy expert gabriel collins call ursa data revolutionary lifting,2019-07-03T15:35:52Z,UrsaSpace,1146442442754973697
"""Unaccounted-For Oil"" (UAO) a Key Factor in Crude Oil Stock Change week ending June 28.
-3,465 kb withdrawal based… https://t.co/EeC8UV2MkT",unaccountedfor oil uao key factor crude oil stock change week ending june kb withdrawal based,2019-07-03T15:28:29Z,aeberman12,1146440582727946240
"RT @PlattsOil: .@SPGlobalPlatts 🔝 #crudeoil #news July 2
📰 Traders yawn at triumphal OPEC, ministers say trust process |https://t.co/55I1hM…",rt plattsoil spglobalplatts crudeoil news july trader yawn triumphal opec minister say trust process,2019-07-03T15:27:46Z,PmvKyo,1146440403752669185
"RT @PlattsOil: .@SPGlobalPlatts 🔝 #crudeoil #news July 2
📰 Traders yawn at triumphal OPEC, ministers say trust process |https://t.co/55I1hM…",rt plattsoil spglobalplatts crudeoil news july trader yawn triumphal opec minister say trust process,2019-07-03T15:27:18Z,OPECnews,1146440284051578880
Want an eco-friendly bank? Make sure to choose @triodosuk who invest in ethical projects across the world! I switch… https://t.co/KKvi1TbnVj,want ecofriendly bank make sure choose triodosuk invest ethical project across world switch,2019-07-03T15:23:43Z,NadiaErlam,1146439382620135425
"#Oil ⬇️ Gives Up Ground as U.S. #Crude Draw Fails to Meet Estimates.
#crudeoil #WTI #Brent #oott… https://t.co/xyDswWoWSc",oil give ground u crude draw fails meet estimate crudeoil wti brent oott,2019-07-03T15:23:08Z,AlexisAshi,1146439238273130496
"RT @aeberman12: U.S. crude exports decreased -0.78 mmb/d to 2.99 mmb/d week ending June 28.
Crude imports increased +0.93 mmb/d to 7.59 mmb…",rt aeberman u crude export decreased mmbd mmbd week ending june crude import increased mmbd mmb,2019-07-03T15:22:34Z,alex_drastico72,1146439095767511040
"U.S. crude exports decreased -0.78 mmb/d to 2.99 mmb/d week ending June 28.
Crude imports increased +0.93 mmb/d to… https://t.co/1imRQB4cBg",u crude export decreased mmbd mmbd week ending june crude import increased mmbd,2019-07-03T15:21:44Z,aeberman12,1146438883233714178
The American Petroleum Institute (API) reported another large crude oil inventory draw of 5 million barrels for the… https://t.co/gDXiXeHDIL,american petroleum institute api reported another large crude oil inventory draw million barrel,2019-07-03T15:18:57Z,smartcapitalceo,1146438185892884482
"RT @aeberman12: WTI comparative inventory increased +1.49 mmb 
to +30 mmb more than 5-yr average for week ending June 28.
Weekly avg price…",rt aeberman wti comparative inventory increased mmb mmb yr average week ending june weekly avg price,2019-07-03T15:12:46Z,oilbot123,1146436627033710593
"WTI comparative inventory increased +1.49 mmb 
to +30 mmb more than 5-yr average for week ending June 28.
Weekly av… https://t.co/gLWdzdUWie",wti comparative inventory increased mmb mmb yr average week ending june weekly av,2019-07-03T15:10:54Z,aeberman12,1146436157959544832
RT @biobasedchem: Petrochemicals expected to account for more than a third of #CrudeOil demand growth by 2030 &amp; nearly half of demand growt…,rt biobasedchem petrochemical expected account third crudeoil demand growth amp nearly half demand growt,2019-07-03T15:09:27Z,jagsandhu2001,1146435794489544705
OPEC+ has extended #CrudeOil production caps through March 2020. But did you know most of the actual reduction in… https://t.co/7dOZRDQEnc,opec extended crudeoil production cap march know actual reduction,2019-07-03T15:08:09Z,Enerdata,1146435466578841600
"Buying in parts 3877,3867 with sl 3826
#CrudeOil",buying part sl crudeoil,2019-07-03T15:05:24Z,hrtofdmd,1146434773667069953
"RT @aeberman12: WTI crude + product comparative inventory increased +1.49 mmb week ending June 28.
A smaller-than-average crude oil withdra…",rt aeberman wti crude product comparative inventory increased mmb week ending june smallerthanaverage crude oil withdra,2019-07-03T15:03:33Z,JewX5,1146434307436662784
"An #EIA inventories report significantly less than an #Api report ,almost always sends the #Wti market in a rather… https://t.co/dHMnbKTWZ2",eia inventory report significantly less api report almost always sends wti market rather,2019-07-03T15:01:55Z,Rudolf79573292,1146433895845519361
"WTI crude + product comparative inventory increased +1.49 mmb week ending June 28.
A smaller-than-average crude oil… https://t.co/CmhoUHNBRz",wti crude product comparative inventory increased mmb week ending june smallerthanaverage crude oil,2019-07-03T15:01:46Z,aeberman12,1146433860466544641
Why the #Permian #crudeoil bottleneck may soon receive some relief https://t.co/Sm09Jvx7sQ https://t.co/3qojnFKnJ7,permian crudeoil bottleneck may soon receive relief,2019-07-03T15:01:23Z,drillinginfo,1146433761992675330
U.S. becomes a net exporter of #crudeoil  https://t.co/ubmKFiVkpx – @OilmanMagazine #oilandgas https://t.co/EXNnmhfH4i,u becomes net exporter crudeoil oilmanmagazine oilandgas,2019-07-03T15:00:00Z,RiskPoynt,1146433414003691520
"RT @aeberman12: API expects US crude stocks to fall -5 mmb wk ended Jun 28, -387 kb for gasoline &amp; -1.7 mmb for distillates. 

Platts surve…",rt aeberman api expects u crude stock fall mmb wk ended jun kb gasoline amp mmb distillate platts surve,2019-07-03T14:53:59Z,jimmypotseed,1146431902171033602
RT @biobasedchem: Petrochemicals expected to account for more than a third of #CrudeOil demand growth by 2030 &amp; nearly half of demand growt…,rt biobasedchem petrochemical expected account third crudeoil demand growth amp nearly half demand growt,2019-07-03T14:52:20Z,JorgeAburtoWien,1146431484154134528
RT @biobasedchem: Petrochemicals expected to account for more than a third of #CrudeOil demand growth by 2030 &amp; nearly half of demand growt…,rt biobasedchem petrochemical expected account third crudeoil demand growth amp nearly half demand growt,2019-07-03T14:51:20Z,NNFCC,1146431232303161344
"#CrudeOil #해외선물 #Wenry 

BUY : 55.88 / 56.11

SELL :

T 1 : 56.35✅
T 2 : 56.60✅
T 3 : 57.10

SL : 55.70… https://t.co/cimw8IJQlW",crudeoil wenry buy sell sl,2019-07-03T14:49:27Z,Dynasty_lab,1146430759055478784
Another TP1 reaction from CL zone #WTI #USO #USOIL #CRUDE #CRUDEOIL #OIL https://t.co/AKCVTVSYtX,another tp reaction cl zone wti uso usoil crude crudeoil oil,2019-07-03T14:48:11Z,John_Papadak,1146430441869762563
"RT @GuardianNigeria: “A nine-month extension is the way to go considering the objective of the declaration, that is why Nigeria supports th…",rt guardiannigeria ninemonth extension way go considering objective declaration nigeria support th,2019-07-03T14:45:15Z,AbubakarMundir,1146429704926322689
The bears will begin to lose control over the #crudeoil market this month. And the bulls will take back control. https://t.co/pknNyVNZum,bear begin lose control crudeoil market month bull take back control,2019-07-03T14:45:14Z,WinInvestDaily,1146429698051846144
Petrochemicals expected to account for more than a third of #CrudeOil demand growth by 2030 &amp; nearly half of demand… https://t.co/M0GH5WgINP,petrochemical expected account third crudeoil demand growth amp nearly half demand,2019-07-03T14:43:45Z,biobasedchem,1146429325971005441
"Crude Oil Gets Pummeled…. Where Is It Going Next? &gt; https://t.co/A9UUqMgHdU

$SPY $USO $CVX $XOM $UUP #stockstotrade #crudeoil",crude oil get pummeled going next gt spy uso cvx xom uup stockstotrade crudeoil,2019-07-03T14:43:17Z,natgastrading,1146429206974255104
RT @BrynneKKelly: #Crudeoil YEAR to DATE EIA Inventory Changes vs the Same week in Prior Years https://t.co/KXDJ4lfh5K,rt brynnekkelly crudeoil year date eia inventory change v week prior year,2019-07-03T14:43:02Z,capitanwhatafak,1146429146941313024
"#CrudeOil #해외선물 #Wenry 

BUY : 55.88 / 56.11

SELL :

T 1 : 56.35✅
T 2 : 56.60
T 3 : 57.10

SL : 55.70… https://t.co/HfztgT3PhE",crudeoil wenry buy sell sl,2019-07-03T14:41:38Z,Dynasty_lab,1146428793000615936
#WTI  #CrudeOil  #CL_F #OOTT  #OPEC #EIAReport Back to 50 on the cards https://t.co/S9WS8ms4b9,wti crudeoil clf oott opec eiareport back card,2019-07-03T14:41:00Z,oilfractals,1146428632681893889
"#EIA Petrolium Inventories (Last Four Week Total):

Crude:   -14.773 Mb
Gasoline:-3.507 Mb
Distillate: -2.584 Mb
Cu… https://t.co/xVLLXvCXTD",eia petrolium inventory last four week total crude mb gasoline mb distillate mb cu,2019-07-03T14:39:16Z,baryal111,1146428196746932224
"EIA #oil data: U.S. crude oil imports averaged 7.6 mln bpd last week, +929,000 bpd vs previous week; last 4 weeks… https://t.co/ylIvA7QfNr",eia oil data u crude oil import averaged mln bpd last week bpd v previous week last week,2019-07-03T14:39:07Z,robert__gibbons,1146428158222188546
"RT @ECyberTrading: This was too much of a set up, figured the market was sandbagging too bullish of expectations and then sells off. #eia #…",rt ecybertrading much set figured market sandbagging bullish expectation sell eia,2019-07-03T14:37:48Z,GrainStats,1146427827513901056
"This was too much of a set up, figured the market was sandbagging too bullish of expectations and then sells off.… https://t.co/36EzNn30uL",much set figured market sandbagging bullish expectation sell,2019-07-03T14:37:18Z,ECyberTrading,1146427703148593153
#Crudeoil EIA Inventory LEVELS vs the Same Week in Prior Years #OOTT https://t.co/e6FfLxjRYr,crudeoil eia inventory level v week prior year oott,2019-07-03T14:33:15Z,BrynneKKelly,1146426683685294083
"US Crude Oil Inventories:
-1.085M vs. expected -2.964M. 
Production increased 100KBPD to 12.2MBPD.
Gasoline invento… https://t.co/y1qTRPUkKg",u crude oil inventory v expected production increased kbpd mbpd gasoline invento,2019-07-03T14:33:07Z,Market_Overview,1146426651426902016
RT @BrynneKKelly: #Crudeoil YEAR to DATE EIA Inventory Changes vs the Same week in Prior Years https://t.co/KXDJ4lfh5K,rt brynnekkelly crudeoil year date eia inventory change v week prior year,2019-07-03T14:32:06Z,MarkOwenlloyd,1146426392650891266
#Crudeoil YEAR to DATE EIA Inventory Changes vs the Same week in Prior Years https://t.co/KXDJ4lfh5K,crudeoil year date eia inventory change v week prior year,2019-07-03T14:31:30Z,BrynneKKelly,1146426242150871040
RT @plattsshipping: Phillips 66's oil port off Corpus Christi aims to load 16 VLCCs a month | #shipping #crudeoil #exports #VLCC | @meghang…,rt plattsshipping phillips oil port corpus christi aim load vlccs month shipping crudeoil export vlcc meghang,2019-07-03T14:28:01Z,tanker2,1146425366967410690
"Crude Oil Pummeled, Where Is It Going Next

 https://t.co/9qWD0adrSN 
 
#oil #crudeoil #energy #oilrig… https://t.co/U48vo4cecX",crude oil pummeled going next oil crudeoil energy oilrig,2019-07-03T14:25:09Z,TheTechTraders,1146424643911389184
"RT @FuturesNull: CRUDE JULY 3rd STATS:
* Since 2001 Crude has closed higher than the open 77% of the time. 
* Avg range for the day is 1.59…",rt futuresnull crude july rd stats since crude closed higher open time avg range day,2019-07-03T14:12:32Z,oilbot123,1146421468642889728
"CRUDE JULY 3rd STATS:
* Since 2001 Crude has closed higher than the open 77% of the time. 
* Avg range for the day… https://t.co/3oeTWXqdo3",crude july rd stats since crude closed higher open time avg range day,2019-07-03T14:10:38Z,FuturesNull,1146420992308207616
RT @PlattsOil: First delivered WTI Midland #crudeoil cargo trades in @SPGlobalPlatts assessment process | https://t.co/CVNN3JDtuE https://t…,rt plattsoil first delivered wti midland crudeoil cargo trade spglobalplatts assessment process,2019-07-03T14:07:17Z,ektrit,1146420146908606464
RT @PlattsOil: First delivered WTI Midland #crudeoil cargo trades in @SPGlobalPlatts assessment process | https://t.co/CVNN3JDtuE https://t…,rt plattsoil first delivered wti midland crudeoil cargo trade spglobalplatts assessment process,2019-07-03T14:07:04Z,AzizSapphire,1146420092160348161
"RT @macrohedged: #WTI At The Money (ATM) straddle run after the first hour of the Wednesday US session: https://t.co/x03P1txH0m
 
 #CL_F #C…",rt macrohedged wti money atm straddle run first hour wednesday u session clf c,2019-07-03T14:05:06Z,MRCFA2016,1146419598369181696
"RT @aeberman12: ""There’s just going to be a run on low-sulfur materials, from whatever angle, wherever they can get it.""
--Jan-Jaap Verscho…",rt aeberman there going run lowsulfur material whatever angle wherever get janjaap verscho,2019-07-03T14:04:08Z,MyEnergyOfficer,1146419356345221120
#WTI At The Money (ATM) straddle run after the first hour of the Wednesday US session: https://t.co/x03P1txH0m… https://t.co/uCoG5NM3ID,wti money atm straddle run first hour wednesday u session,2019-07-03T14:00:09Z,macrohedged,1146418352006582272
RT @plattsshipping: Phillips 66's oil port off Corpus Christi aims to load 16 VLCCs a month | #shipping #crudeoil #exports #VLCC | @meghang…,rt plattsshipping phillips oil port corpus christi aim load vlccs month shipping crudeoil export vlcc meghang,2019-07-03T13:59:06Z,LauraHux,1146418087798956033
"RT @PlattsOil: .@SPGlobalPlatts 🔝 Americas #crudeoil #news July 1
📰 OPEC rolls over cuts, finalizes plan for non-OPEC alliance | https://t.…",rt plattsoil spglobalplatts america crudeoil news july opec roll cut finalizes plan nonopec alliance,2019-07-03T13:58:41Z,LauraHux,1146417984635883521
"#China – #PolyethyleneTerephthalatePET and its chain are about steady, with exception of #MEG.#Crudeoil  contiues t… https://t.co/npw1kewQzw",china polyethyleneterephthalatepet chain steady exception megcrudeoil contiues,2019-07-03T13:53:01Z,Polyestertime,1146416559843401729
RT @macrohedged: Wednesday: Key Volume &amp; Volatility Skew for Crude Oil Options: https://t.co/emtxjis8NG #CL_F #CrudeOil #WTI $USO #OOTT $UC…,rt macrohedged wednesday key volume amp volatility skew crude oil option clf crudeoil wti uso oott uc,2019-07-03T13:52:03Z,Normaltrip,1146416316137517056
"RT @DaedalusReport: 😉😎👍 #CRUDE #OIL""Reversal Points in TIME"" forecast #USOIL #UKOIL #FRACTALS #FIBONACCI #TRADINGPATTERNS #OOTT #DAYTRADING…",rt daedalusreport crude oilreversal point time forecast usoil ukoil fractal fibonacci tradingpatterns oott daytrading,2019-07-03T13:48:58Z,Gambiste1,1146415538316488705
"Crude Oil Gets Pummeled…. Where Is It Going Next? &gt; https://t.co/G0sDyGayDd

$SPY $USO $CVX $XOM $UUP #stockstotrade #crudeoil",crude oil get pummeled going next gt spy uso cvx xom uup stockstotrade crudeoil,2019-07-03T13:47:48Z,coffeetrades,1146415244903768064
"#Goldprice rises after U.S. President Donald Trump announced two nominations for the Federal Reserve
#forextrading… https://t.co/M51DGZ1NAB",goldprice rise u president donald trump announced two nomination federal reserve forextrading,2019-07-03T13:46:30Z,EquidiousSignal,1146414919836790784
"Crude Oil Gets Pummeled…. Where Is It Going Next? &gt; https://t.co/si96W4CuTz

$SPY $USO $CVX $XOM $UUP #stockstowatch  #crudeoil",crude oil get pummeled going next gt spy uso cvx xom uup stockstowatch crudeoil,2019-07-03T13:46:16Z,Stock_Mkt_Club,1146414858780344321
"RT @macrohedged: For Wednesday, Implied Volatility v Futures Price for WTI Crude Oil: https://t.co/MUPJTOmV5F #CL_F #CrudeOil #WTI $USO #OO…",rt macrohedged wednesday implied volatility v future price wti crude oil clf crudeoil wti uso oo,2019-07-03T13:31:02Z,Normaltrip,1146411024117092355
"Crude Oil Gets Pummeled…. Where Is It Going Next? 

 #stockstotrade #crudeoil #news #commodities https://t.co/1cJH3LJqlm",crude oil get pummeled going next stockstotrade crudeoil news commodity,2019-07-03T13:30:05Z,tradingcrudeoil,1146410786748882944
#crudeoil plunges even as Opec+ extends cuts https://t.co/8mizLjbvaO,crudeoil plunge even opec extends cut,2019-07-03T13:30:00Z,kallanish,1146410767291318272
"RT @aeberman12: ""There’s just going to be a run on low-sulfur materials, from whatever angle, wherever they can get it.""
--Jan-Jaap Verscho…",rt aeberman there going run lowsulfur material whatever angle wherever get janjaap verscho,2019-07-03T13:27:15Z,sakhalinsk_matt,1146410072576335873
"Crude OIL WTI Future Gann analysis 03 July
https://t.co/FG1n1Lf5rZ
#Commodities #WTI #CRUDEOIL https://t.co/RlBL5M7brm",crude oil wti future gann analysis july commodity wti crudeoil,2019-07-03T13:24:50Z,BharatKumarWP,1146409464582377472
"Crude Oil Gets Pummeled…. Where Is It Going Next? &gt; https://t.co/1cJH3LrOWM

$SPY $USO $CVX $XOM $UUP #stockstotrade #crudeoil",crude oil get pummeled going next gt spy uso cvx xom uup stockstotrade crudeoil,2019-07-03T13:17:55Z,tradingcrudeoil,1146407725955346434
RT @macrohedged: US Crude Oil front 12 months futures prices with the VWAP's as we go into the US RTH Session this Wednesday: https://t.co/…,rt macrohedged u crude oil front month future price vwaps go u rth session wednesday,2019-07-03T13:15:34Z,MRCFA2016,1146407131928834049
"RT @aeberman12: U.S. Gulf Coast 3:2:1 crack spread increased +$0.93 from $16.53 to $17.47 on July 2.
as LLS crude price fell -$3.03 from $6…",rt aeberman u gulf coast crack spread increased july lls crude price fell,2019-07-03T13:14:50Z,BrainRoaring,1146406947098378240
"Brent Crude | Important levels at 63.60 &amp; 62.30 - #UKOIL TradingView 
#CrudeOil  #OOTT  #mcxcrude  #BrentCrude… https://t.co/8MPhhRVi7T",brent crude important level amp ukoil tradingview crudeoil oott mcxcrude brentcrude,2019-07-03T13:14:25Z,akhilsuryafs,1146406842408374279
"U.S. Gulf Coast 3:2:1 crack spread increased +$0.93 from $16.53 to $17.47 on July 2.
as LLS crude price fell -$3.03… https://t.co/33KemBp4Uh",u gulf coast crack spread increased july lls crude price fell,2019-07-03T13:14:18Z,aeberman12,1146406813295882240
"RT @aeberman12: ""There’s just going to be a run on low-sulfur materials, from whatever angle, wherever they can get it.""
--Jan-Jaap Verscho…",rt aeberman there going run lowsulfur material whatever angle wherever get janjaap verscho,2019-07-03T13:10:49Z,fuelsbeat,1146405937017696256
"#CrudeOil #해외선물 #Wenry 

BUY : 56.02 / 56.30

SELL :

T 1 : 56.50✅
T 2 : 56.90✅
T 3 : 57.22

SL : 55.92
https://t.co/lCHWGf9S90",crudeoil wenry buy sell sl,2019-07-03T13:10:31Z,Dynasty_lab,1146405862182752262
US Crude Oil front 12 months futures prices with the VWAP's as we go into the US RTH Session this Wednesday:… https://t.co/31LTg6IUdp,u crude oil front month future price vwaps go u rth session wednesday,2019-07-03T12:50:06Z,macrohedged,1146400726018605056
"#CrudeOil Q19
Key reversal ""attempt"" from structural support. A close above the open would be required. A Pullback… https://t.co/jhovgPiZAs",crudeoil q key reversal attempt structural support close open would required pullback,2019-07-03T12:48:25Z,TradersRule,1146400302695759873
"US Crude Oil Production and S&amp;P 500 Energy Sector

The US is now the largest world energy producer, but the industr… https://t.co/FNpaDSj6l4",u crude oil production sampp energy sector u largest world energy producer industr,2019-07-03T12:48:25Z,ISABELNET_SA,1146400301680922626
"RT @aeberman12: ""Fall...in prices yesterday...[was]...concern about...China-India...demand growth to sop up...production from US shale. 
Do…",rt aeberman fallin price yesterdaywasconcern aboutchinaindiademand growth sop upproduction u shale,2019-07-03T12:45:25Z,JLR59749237,1146399544764194816
"RT @aeberman12: ""Fall...in prices yesterday...[was]...concern about...China-India...demand growth to sop up...production from US shale. 
Do…",rt aeberman fallin price yesterdaywasconcern aboutchinaindiademand growth sop upproduction u shale,2019-07-03T12:44:07Z,SternJatta,1146399216908013569
"""There’s just going to be a run on low-sulfur materials, from whatever angle, wherever they can get it.""
--Jan-Jaap… https://t.co/z3XdiADQ4J",there going run lowsulfur material whatever angle wherever get janjaap,2019-07-03T12:43:28Z,aeberman12,1146399056358494208
"RT @PlattsOil: China eases foreign ownership rules in #oilandgas upstream, city gas distribution. Full analysis: https://t.co/5bqiO9nSSL

#…",rt plattsoil china eas foreign ownership rule oilandgas upstream city gas distribution full analysis,2019-07-03T12:40:42Z,sidikmohamed1,1146398359076442112
Some BP Oil Won't See Light of Day https://t.co/ThGHzo5wPe | #oil #crudeoil #brentoil #forex #fx #trading #trade… https://t.co/z9IBtkPTWD,bp oil wont see light day oil crudeoil brentoil forex fx trading trade,2019-07-03T12:40:04Z,forexoilfort,1146398200699527170
"Crude oil. 
  Buy
   3912

Sl. 3902

T .Open
#crudeoil
#mcx",crude oil buy sl open crudeoil mcx,2019-07-03T12:39:56Z,kishanM31,1146398166159253505
RT @PlattsOil: First delivered WTI Midland #crudeoil cargo trades in @SPGlobalPlatts assessment process | https://t.co/CVNN3JDtuE https://t…,rt plattsoil first delivered wti midland crudeoil cargo trade spglobalplatts assessment process,2019-07-03T12:39:40Z,GMonroyEnergy,1146398099193155584
"😉😎👍 #CRUDE #OIL""Reversal Points in TIME"" forecast #USOIL #UKOIL #FRACTALS #FIBONACCI #TRADINGPATTERNS #OOTT… https://t.co/4OXBaFEaDB",crude oilreversal point time forecast usoil ukoil fractal fibonacci tradingpatterns oott,2019-07-03T12:38:20Z,DaedalusReport,1146397763678232576
RT @plattsshipping: Phillips 66's oil port off Corpus Christi aims to load 16 VLCCs a month | #shipping #crudeoil #exports #VLCC | @meghang…,rt plattsshipping phillips oil port corpus christi aim load vlccs month shipping crudeoil export vlcc meghang,2019-07-03T12:35:45Z,SuperiorMar,1146397112940281857
"RT @PlattsOil: Abu Dhabi's sour #crudeoil grades are likely to fetch discounts in the physical spot market trading this month, owing to hig…",rt plattsoil abu dhabis sour crudeoil grade likely fetch discount physical spot market trading month owing hig,2019-07-03T12:35:06Z,SuperiorMar,1146396949962211328
"RT @aeberman12: “Our base case...is no outright military conflict between US &amp; Iran, including no significant disruption of oil shipments t…",rt aeberman base caseis outright military conflict u amp iran including significant disruption oil shipment,2019-07-03T12:34:08Z,SuperiorMar,1146396705803382784
"U.S. private payrolls increased 102,000 in June, missing expectations of 140,000. 

#ADP #usdtry #EURUSD #USDJPY… https://t.co/l5m8v1HbzB",u private payroll increased june missing expectation adp usdtry eurusd usdjpy,2019-07-03T12:28:38Z,GannMarkets,1146395323029491712
"“Our base case...is no outright military conflict between US &amp; Iran, including no significant disruption of oil shi… https://t.co/0Aedb2Lz9j",base caseis outright military conflict u amp iran including significant disruption oil shi,2019-07-03T12:27:10Z,aeberman12,1146394951246405632
"RT @aeberman12: ""Fall...in prices yesterday...[was]...concern about...China-India...demand growth to sop up...production from US shale. 
Do…",rt aeberman fallin price yesterdaywasconcern aboutchinaindiademand growth sop upproduction u shale,2019-07-03T12:24:30Z,ValerdonS,1146394281478905858
"""Fall...in prices yesterday...[was]...concern about...China-India...demand growth to sop up...production from US sh… https://t.co/1cbTRXaAyF",fallin price yesterdaywasconcern aboutchinaindiademand growth sop upproduction u sh,2019-07-03T12:24:04Z,aeberman12,1146394175090384896
"RT @chtrader: #Petroleo ( cont. continuo) - update 
👇
https://t.co/PsM87fTRHE
#Commodities #WTI #research #crudeoil https://t.co/ncPlSAEjO4",rt chtrader petroleo cont continuo update commodity wti research crudeoil,2019-07-03T12:22:37Z,DanielC98401058,1146393808030044161
"RT @ArgusMedia: 'Booming Chinese crude imports call for new pricing tools': 

Argus' new price assessment for the first time expands our su…",rt argusmedia booming chinese crude import call new pricing tool argus new price assessment first time expands su,2019-07-03T12:22:32Z,luisfcolombia,1146393788098723841
"#MCX #commodity report for #evening session

#gold #silver #copper #CRUDEOIL #OOTT https://t.co/Z3mbTqSFGn",mcx commodity report evening session gold silver copper crudeoil oott,2019-07-03T12:22:19Z,tradeswift,1146393734386311173
RT @ArgusMedia: #Venezuela is kicking off the transition of its dormant heavy #crudeoil upgraders into blending sites with the first operat…,rt argusmedia venezuela kicking transition dormant heavy crudeoil upgraders blending site first operat,2019-07-03T12:16:17Z,Gasoficio,1146392213607374850
"RT @aeberman12: API expects US crude stocks to fall -5 mmb wk ended Jun 28, -387 kb for gasoline &amp; -1.7 mmb for distillates. 

Platts surve…",rt aeberman api expects u crude stock fall mmb wk ended jun kb gasoline amp mmb distillate platts surve,2019-07-03T12:12:38Z,oilbot123,1146391295839129601
"RT @aeberman12: API expects US crude stocks to fall -5 mmb wk ended Jun 28, -387 kb for gasoline &amp; -1.7 mmb for distillates. 

Platts surve…",rt aeberman api expects u crude stock fall mmb wk ended jun kb gasoline amp mmb distillate platts surve,2019-07-03T12:12:02Z,tomcorvid,1146391142843506688
"API expects US crude stocks to fall -5 mmb wk ended Jun 28, -387 kb for gasoline &amp; -1.7 mmb for distillates. 

Plat… https://t.co/A6x3F3uetc",api expects u crude stock fall mmb wk ended jun kb gasoline amp mmb distillate plat,2019-07-03T12:09:50Z,aeberman12,1146390590780846080
"#Petroleo ( cont. continuo) - update 
👇
https://t.co/PsM87fTRHE
#Commodities #WTI #research #crudeoil https://t.co/ncPlSAEjO4",petroleo cont continuo update commodity wti research crudeoil,2019-07-03T12:04:36Z,chtrader,1146389272250986496
"03 July 2019 Evening PIVOT &amp; BREAKOUT LEVELS

#Commodity #CommodityBreakoutLevel #CommodityPivot #Bullionfox… https://t.co/VB51MhpVgZ",july evening pivot amp breakout level commodity commoditybreakoutlevel commoditypivot bullionfox,2019-07-03T11:57:08Z,BullionFoxComm,1146387396134490112
.@BGOV Chart of the Day - WTI Crude had worst reaction to OPEC production decision since 2014 #ChartoftheDay… https://t.co/oWwhWxBhvy,bgov chart day wti crude worst reaction opec production decision since chartoftheday,2019-07-03T11:52:10Z,phsu54,1146386145883959301
"RT @HydrocarbonEng: . @ESAIEnergy expects OPEC+ cuts to continue this year, but the story may be different in 2020 https://t.co/CprIvEb8Td…",rt hydrocarboneng esaienergy expects opec cut continue year story may different,2019-07-03T11:51:23Z,ESAIEnergy,1146385949615624193
"RT @PlattsOil: China eases foreign ownership rules in #oilandgas upstream, city gas distribution. Full analysis: https://t.co/5bqiO9nSSL

#…",rt plattsoil china eas foreign ownership rule oilandgas upstream city gas distribution full analysis,2019-07-03T11:45:15Z,TimesNiger,1146384404526374913
Cover #crudeoil buying at 56.74 avoid buying,cover crudeoil buying avoid buying,2019-07-03T11:38:30Z,Krishna31125673,1146382705107431424
RT @BGIinsights: A #trading update from #Aberdeen -based @Woodplc provided further evidence that the #CrudeOil price rise since late 2016 h…,rt bgiinsights trading update aberdeen based woodplc provided evidence crudeoil price rise since late h,2019-07-03T11:36:37Z,KarthickJana89,1146382231511826432
"RT @ArgusMedia: #Brazil's oil output averaged 2.73mn b/d in May, surpassing a Dec 2016 production record with the help of new well connecti…",rt argusmedia brazil oil output averaged mn bd may surpassing dec production record help new well connecti,2019-07-03T11:34:04Z,jcbn48,1146381588760076293
RT @ArgusMedia: #Venezuela is kicking off the transition of its dormant heavy #crudeoil upgraders into blending sites with the first operat…,rt argusmedia venezuela kicking transition dormant heavy crudeoil upgraders blending site first operat,2019-07-03T11:33:31Z,jcbn48,1146381453057544193
"RT @HermsTheWord: First delivered WTI Midland #crudeoil cargo trades in @SPGlobalPlatts assessment process #OOTT
https://t.co/9EaNzFdO0S ht…",rt hermstheword first delivered wti midland crudeoil cargo trade spglobalplatts assessment process oott ht,2019-07-03T11:30:39Z,alexbrog,1146380731427557382
